relationship-id,relationship-type,person-1-id,person-2-id,parent-lineage,parent-type,partner-type,relationship-order,date-start-value,date-start-descriptor,date-end-value,date-end-descriptor,end-reason,place-id,notes,source-last-modified-date,source-last-modified-by
RL0326,parent-child,P119,P326,lineal,biological,,326,,,,,,,,2026-08-26,McFamily
RN0326,parent-child,P730,P326,non-lineal,biological,,326,,,,,,,,2026-08-26,McFamily
RL0327,parent-child,P119,P327,lineal,biological,,327,,,,,,,,2026-08-26,McFamily
RN0327,parent-child,P730,P327,non-lineal,biological,,327,,,,,,,,2026-08-26,McFamily
RL0328,parent-child,P119,P328,lineal,biological,,328,,,,,,,,2026-08-26,McFamily
RN0328,parent-child,P730,P328,non-lineal,biological,,328,,,,,,,,2026-08-26,McFamily
RL0329,parent-child,P121,P329,lineal,biological,,329,,,,,,,,2026-08-26,McFamily
RN0329,parent-child,P732,P329,non-lineal,biological,,329,,,,,,,,2026-08-26,McFamily
RL0330,parent-child,P121,P330,lineal,biological,,330,,,,,,,,2026-08-26,McFamily
RN0330,parent-child,P732,P330,non-lineal,biological,,330,,,,,,,,2026-08-26,McFamily
RL0331,parent-child,P123,P331,lineal,biological,,331,,,,,,,,2026-08-26,McFamily
RN0331,parent-child,P734,P331,non-lineal,biological,,331,,,,,,,,2026-08-26,McFamily
RL0332,parent-child,P123,P332,lineal,biological,,332,,,,,,,,2026-08-26,McFamily
RN0332,parent-child,P734,P332,non-lineal,biological,,332,,,,,,,,2026-08-26,McFamily
RL0333,parent-child,P124,P333,lineal,biological,,333,,,,,,,,2026-08-26,McFamily
RN0333,parent-child,P735,P333,non-lineal,biological,,333,,,,,,,,2026-08-26,McFamily
RL0334,parent-child,P124,P334,lineal,biological,,334,,,,,,,,2026-08-26,McFamily
RN0334,parent-child,P735,P334,non-lineal,biological,,334,,,,,,,,2026-08-26,McFamily
RL0335,parent-child,P126,P335,lineal,biological,,335,,,,,,,,2026-08-26,McFamily
RN0335,parent-child,P737,P335,non-lineal,biological,,335,,,,,,,,2026-08-26,McFamily
RL0336,parent-child,P126,P336,lineal,biological,,336,,,,,,,,2026-08-26,McFamily
RN0336,parent-child,P737,P336,non-lineal,biological,,336,,,,,,,,2026-08-26,McFamily
RL0337,parent-child,P126,P337,lineal,biological,,337,,,,,,,,2026-08-26,McFamily
RN0337,parent-child,P737,P337,non-lineal,biological,,337,,,,,,,,2026-08-26,McFamily
RL0338,parent-child,P049,P338,lineal,biological,,338,,,,,,,,2026-08-26,McFamily
RN0338,parent-child,P657,P338,non-lineal,biological,,338,,,,,,,,2026-08-26,McFamily
RL0339,parent-child,P050,P339,lineal,biological,,339,,,,,,,,2026-08-26,McFamily
RN0339,parent-child,P658,P339,non-lineal,biological,,339,,,,,,,,2026-08-26,McFamily
RL0340,parent-child,P051,P340,lineal,biological,,340,,,,,,,,2026-08-26,McFamily
RN0340,parent-child,P659,P340,non-lineal,biological,,340,,,,,,,,2026-08-26,McFamily
RL0341,parent-child,P051,P341,lineal,biological,,341,,,,,,,,2026-08-26,McFamily
RN0341,parent-child,P659,P341,non-lineal,biological,,341,,,,,,,,2026-08-26,McFamily
R260,partner,P342,P867,,,marriage,1,1986-02-15,day,,UNKNOWN,UNKNOWN,,,2026-08-26,McFamily
RL0342,parent-child,P055,P342,lineal,biological,,342,,,,,,,,2026-08-26,McFamily
RN0342,parent-child,P663,P342,non-lineal,biological,,342,,,,,,,,2026-08-26,McFamily
RL0343,parent-child,P054,P343,lineal,biological,,343,,,,,,,,2026-08-26,McFamily
RN0343,parent-child,P662,P343,non-lineal,biological,,343,,,,,,,,2026-08-26,McFamily
RL0344,parent-child,P053,P344,lineal,biological,,344,,,,,,,,2026-08-26,McFamily
RN0344,parent-child,P661,P344,non-lineal,biological,,344,,,,,,,,2026-08-26,McFamily
RL0345,parent-child,P053,P345,lineal,biological,,345,,,,,,,,2026-08-26,McFamily
RN0345,parent-child,P661,P345,non-lineal,biological,,345,,,,,,,,2026-08-26,McFamily
RL0346,parent-child,P058,P346,lineal,biological,,346,,,,,,,,2026-08-26,McFamily
RN0346,parent-child,P665,P346,non-lineal,biological,,346,,,,,,,,2026-08-26,McFamily
RL0347,parent-child,P067,P347,lineal,biological,,347,,,,,,,,2026-08-26,McFamily
RN0347,parent-child,P675,P347,non-lineal,biological,,347,,,,,,,,2026-08-26,McFamily
RL0348,parent-child,P067,P348,lineal,biological,,348,,,,,,,,2026-08-26,McFamily
RN0348,parent-child,P675,P348,non-lineal,biological,,348,,,,,,,,2026-08-26,McFamily
RL0349,parent-child,P068,P349,lineal,biological,,349,,,,,,,,2026-08-26,McFamily
RN0349,parent-child,P676,P349,non-lineal,biological,,349,,,,,,,,2026-08-26,McFamily
RL0350,parent-child,P068,P350,lineal,biological,,350,,,,,,,,2026-08-26,McFamily
RN0350,parent-child,P676,P350,non-lineal,biological,,350,,,,,,,,2026-08-26,McFamily
RL0351,parent-child,P069,P351,lineal,biological,,351,,,,,,,,2026-08-26,McFamily
RN0351,parent-child,P677,P351,non-lineal,biological,,351,,,,,,,,2026-08-26,McFamily
R261,partner,P352,P868,,,marriage,1,1972-07-16,day,,UNKNOWN,death,,,2026-08-26,McFamily
RL0352,parent-child,P064,P352,lineal,biological,,352,,,,,,,,2026-08-26,McFamily
RN0352,parent-child,P671,P352,non-lineal,biological,,352,,,,,,,,2026-08-26,McFamily
RL0353,parent-child,P071,P353,lineal,biological,,353,,,,,,,,2026-08-26,McFamily
RN0353,parent-child,P680,P353,non-lineal,biological,,353,,,,,,,,2026-08-26,McFamily
RL0354,parent-child,P071,P354,lineal,biological,,354,,,,,,,,2026-08-26,McFamily
RN0354,parent-child,P680,P354,non-lineal,biological,,354,,,,,,,,2026-08-26,McFamily
RL0355,parent-child,P071,P355,lineal,biological,,355,,,,,,,,2026-08-26,McFamily
RN0355,parent-child,P680,P355,non-lineal,biological,,355,,,,,,,,2026-08-26,McFamily
R262,partner,P356,P869,,,marriage,1,,,,,,,,2026-08-26,McFamily
RL0356,parent-child,P072,P356,lineal,biological,,356,,,,,,,,2026-08-26,McFamily
RN0356,parent-child,P681,P356,non-lineal,biological,,356,,,,,,,,2026-08-26,McFamily
R263,partner,P357,P870,,,marriage,1,,,,,,,,2026-08-26,McFamily
RL0357,parent-child,P072,P357,lineal,biological,,357,,,,,,,,2026-08-26,McFamily
RN0357,parent-child,P681,P357,non-lineal,biological,,357,,,,,,,,2026-08-26,McFamily
R264,partner,P358,P871,,,marriage,1,1992-05-09,day,,,,,,2026-08-26,McFamily
RL0358,parent-child,P073,P358,lineal,biological,,358,,,,,,,,2026-08-26,McFamily
RN0358,parent-child,P682,P358,non-lineal,biological,,358,,,,,,,,2026-08-26,McFamily
RL0359,parent-child,P073,P359,lineal,biological,,359,,,,,,,,2026-08-26,McFamily
RN0359,parent-child,P682,P359,non-lineal,biological,,359,,,,,,,,2026-08-26,McFamily
RL0360,parent-child,P073,P360,lineal,biological,,360,,,,,,,,2026-08-26,McFamily
RN0360,parent-child,P682,P360,non-lineal,biological,,360,,,,,,,,2026-08-26,McFamily
RL0361,parent-child,P003,P361,lineal,biological,,361,,,,,,,,2026-08-26,McFamily
RN0361,parent-child,P610,P361,non-lineal,biological,,361,,,,,,,,2026-08-26,McFamily
RL0362,parent-child,P033,P362,lineal,biological,,362,,,,,,,,2026-08-26,McFamily
RN0362,parent-child,P639,P362,non-lineal,biological,,362,,,,,,,,2026-08-26,McFamily
RL0363,parent-child,P227,P363,lineal,biological,,363,,,,,,,,2026-08-26,McFamily
RN0363,parent-child,P839,P363,non-lineal,biological,,363,,,,,,,,2026-08-26,McFamily
R265,partner,P364,P872,,,marriage,1,2000-07-29,day,,,,,,2026-08-26,McFamily
RL0364,parent-child,P031,P364,lineal,biological,,364,,,,,,,,2026-08-26,McFamily
RN0364,parent-child,P637,P364,non-lineal,biological,,364,,,,,,,,2026-08-26,McFamily
RL0365,parent-child,P027,P365,lineal,biological,,365,,,,,,,,2026-08-26,McFamily
RN0365,parent-child,P634,P365,non-lineal,biological,,365,,,,,,,,2026-08-26,McFamily
RL0366,parent-child,P028,P366,lineal,biological,,366,,,,,,,,2026-08-26,McFamily
RN0366,parent-child,P636,P366,non-lineal,biological,,366,,,,,,,,2026-08-26,McFamily
R266,partner,P367,P873,,,marriage,1,,,,,,,,2026-08-26,McFamily
RL0367,parent-child,P014,P367,lineal,biological,,367,,,,,,,,2026-08-26,McFamily
RN0367,parent-child,P620,P367,non-lineal,biological,,367,,,,,,,,2026-08-26,McFamily
RL0368,parent-child,P016,P368,lineal,biological,,368,,,,,,,,2026-08-26,McFamily
RL0369,parent-child,P016,P369,lineal,biological,,369,,,,,,,,2026-08-26,McFamily
RN0369,parent-child,P622,P369,non-lineal,biological,,369,,,,,,,,2026-08-26,McFamily
RL0370,parent-child,P016,P370,lineal,biological,,370,,,,,,,,2026-08-26,McFamily
RN0370,parent-child,P622,P370,non-lineal,biological,,370,,,,,,,,2026-08-26,McFamily
RL0371,parent-child,P015,P371,lineal,biological,,371,,,,,,,,2026-08-26,McFamily
RN0371,parent-child,P621,P371,non-lineal,biological,,371,,,,,,,,2026-08-26,McFamily
R267,partner,P372,P874,,,marriage,1,2013-08-02,day,,,,,,2026-08-26,McFamily
RL0372,parent-child,P001,P372,lineal,biological,,372,,,,,,,,2026-08-26,McFamily
RN0372,parent-child,P608,P372,non-lineal,biological,,372,,,,,,,,2026-08-26,McFamily
RL0373,parent-child,P001,P373,lineal,biological,,373,,,,,,,,2026-08-26,McFamily
RN0373,parent-child,P608,P373,non-lineal,biological,,373,,,,,,,,2026-08-26,McFamily
RL0374,parent-child,P017,P374,lineal,biological,,374,,,,,,,,2026-08-26,McFamily
RN0374,parent-child,P623,P374,non-lineal,biological,,374,,,,,,,,2026-08-26,McFamily
R268,partner,P375,P875,,,marriage,1,,,,,,,,2026-08-26,McFamily
RL0375,parent-child,P018,P375,lineal,biological,,375,,,,,,,,2026-08-26,McFamily
RN0375,parent-child,P624,P375,non-lineal,biological,,375,,,,,,,,2026-08-26,McFamily
RL0376,parent-child,P018,P376,lineal,biological,,376,,,,,,,,2026-08-26,McFamily
RN0376,parent-child,P624,P376,non-lineal,biological,,376,,,,,,,,2026-08-26,McFamily
RL0377,parent-child,P009,P377,lineal,biological,,377,,,,,,,,2026-08-26,McFamily
RN0377,parent-child,P615,P377,non-lineal,biological,,377,,,,,,,,2026-08-26,McFamily
R269,partner,P378,P876,,,marriage,1,2010-09-25,day,,,,,,2026-08-26,McFamily
RL0378,parent-child,P006,P378,lineal,biological,,378,,,,,,,,2026-08-26,McFamily
RN0378,parent-child,P613,P378,non-lineal,biological,,378,,,,,,,,2026-08-26,McFamily
RL0379,parent-child,P006,P379,lineal,biological,,379,,,,,,,,2026-08-26,McFamily
RN0379,parent-child,P613,P379,non-lineal,biological,,379,,,,,,,,2026-08-26,McFamily
R270,partner,P380,P877,,,marriage,2,2012-11-17,day,,,,,,2026-08-26,McFamily
RL0380,parent-child,P006,P380,lineal,biological,,380,,,,,,,,2026-08-26,McFamily
RN0380,parent-child,P613,P380,non-lineal,biological,,380,,,,,,,,2026-08-26,McFamily
R271,partner,P381,P878,,,marriage,1,2006-06-10,day,,,,,,2026-08-26,McFamily
RL0381,parent-child,P006,P381,lineal,biological,,381,,,,,,,,2026-08-26,McFamily
RN0381,parent-child,P613,P381,non-lineal,biological,,381,,,,,,,,2026-08-26,McFamily
R272,partner,P382,P879,,,marriage,1,2008-05-17,day,,,,,,2026-08-26,McFamily
RL0382,parent-child,P006,P382,lineal,biological,,382,,,,,,,,2026-08-26,McFamily
RN0382,parent-child,P613,P382,non-lineal,biological,,382,,,,,,,,2026-08-26,McFamily
R273,partner,P383,P880,,,marriage,1,2017-04-22,day,2022,year,divorce,,,2026-08-26,McFamily
RL0383,parent-child,P010,P383,lineal,biological,,383,,,,,,,,2026-08-26,McFamily
RN0383,parent-child,P616,P383,non-lineal,biological,,383,,,,,,,,2026-08-26,McFamily
RL0384,parent-child,P010,P384,lineal,biological,,384,,,,,,,,2026-08-26,McFamily
RN0384,parent-child,P616,P384,non-lineal,biological,,384,,,,,,,,2026-08-26,McFamily
RL0385,parent-child,P010,P385,lineal,biological,,385,,,,,,,,2026-08-26,McFamily
RN0385,parent-child,P616,P385,non-lineal,biological,,385,,,,,,,,2026-08-26,McFamily
R274,partner,P386,P881,,,marriage,1,2012-07-28,day,,,,,,2026-08-26,McFamily
RL0386,parent-child,P007,P386,lineal,biological,,386,,,,,,,,2026-08-26,McFamily
RN0386,parent-child,P614,P386,non-lineal,biological,,386,,,,,,,,2026-08-26,McFamily
R275,partner,P387,P882,,,marriage,1,2012-09-15,day,,,,,,2026-08-26,McFamily
RL0387,parent-child,P007,P387,lineal,biological,,387,,,,,,,,2026-08-26,McFamily
RN0387,parent-child,P614,P387,non-lineal,biological,,387,,,,,,,,2026-08-26,McFamily
RL0388,parent-child,P007,P388,lineal,biological,,388,,,,,,,,2026-08-26,McFamily
RN0388,parent-child,P614,P388,non-lineal,biological,,388,,,,,,,,2026-08-26,McFamily
R276,partner,P389,P883,,,marriage,1,2012-08,month,,,,,,2026-08-26,McFamily
RL0389,parent-child,P020,P389,lineal,biological,,389,,,,,,,,2026-08-26,McFamily
RN0389,parent-child,P626,P389,non-lineal,biological,,389,,,,,,,,2026-08-26,McFamily
R277,partner,P390,P884,,,marriage,1,2015-10-17,day,,,,,,2026-08-26,McFamily
RL0390,parent-child,P020,P390,lineal,biological,,390,,,,,,,,2026-08-26,McFamily
RN0390,parent-child,P626,P390,non-lineal,biological,,390,,,,,,,,2026-08-26,McFamily
RL0391,parent-child,P020,P391,lineal,biological,,391,,,,,,,,2026-08-26,McFamily
RN0391,parent-child,P626,P391,non-lineal,biological,,391,,,,,,,,2026-08-26,McFamily
RL0392,parent-child,P020,P392,lineal,biological,,392,,,,,,,,2026-08-26,McFamily
RN0392,parent-child,P626,P392,non-lineal,biological,,392,,,,,,,,2026-08-26,McFamily
RL0393,parent-child,P021,P393,lineal,biological,,393,,,,,,,,2026-08-26,McFamily
RN0393,parent-child,P627,P393,non-lineal,biological,,393,,,,,,,,2026-08-26,McFamily
RL0394,parent-child,P021,P394,lineal,biological,,394,,,,,,,,2026-08-26,McFamily
RN0394,parent-child,P627,P394,non-lineal,biological,,394,,,,,,,,2026-08-26,McFamily
R278,partner,P395,P885,,,marriage,1,2006-12-06,day,,,,,,2026-08-26,McFamily
RL0395,parent-child,P136,P395,lineal,biological,,395,,,,,,,,2026-08-26,McFamily
RN0395,parent-child,P748,P395,non-lineal,biological,,395,,,,,,,,2026-08-26,McFamily
R279,partner,P396,P886,,,marriage,1,,,,,,,,2026-08-26,McFamily
RL0396,parent-child,P141,P396,lineal,biological,,396,,,,,,,,2026-08-26,McFamily
RN0396,parent-child,P753,P396,non-lineal,biological,,396,,,,,,,,2026-08-26,McFamily
RL0397,parent-child,P141,P397,lineal,biological,,397,,,,,,,,2026-08-26,McFamily
RN0397,parent-child,P753,P397,non-lineal,biological,,397,,,,,,,,2026-08-26,McFamily
R280,partner,P398,P887,,,marriage,1,,,,,,,,2026-08-26,McFamily
RL0398,parent-child,P138,P398,lineal,biological,,398,,,,,,,,2026-08-26,McFamily
RN0398,parent-child,P750,P398,non-lineal,biological,,398,,,,,,,,2026-08-26,McFamily
R281,partner,P399,P888,,,marriage,1,,,,UNKNOWN,death,,,2026-08-26,McFamily
RL0399,parent-child,P137,P399,lineal,biological,,399,,,,,,,,2026-08-26,McFamily
RN0399,parent-child,P749,P399,non-lineal,biological,,399,,,,,,,,2026-08-26,McFamily
RL0400,parent-child,P206,P400,lineal,biological,,400,,,,,,,,2026-08-26,McFamily
RL0401,parent-child,P207,P401,lineal,biological,,401,,,,,,,,2026-08-26,McFamily
RN0401,parent-child,P822,P401,non-lineal,biological,,401,,,,,,,,2026-08-26,McFamily
RL0402,parent-child,P207,P402,lineal,biological,,402,,,,,,,,2026-08-26,McFamily
RN0402,parent-child,P822,P402,non-lineal,biological,,402,,,,,,,,2026-08-26,McFamily
RL0403,parent-child,P203,P403,lineal,biological,,403,,,,,,,,2026-08-26,McFamily
RN0403,parent-child,P817,P403,non-lineal,biological,,403,,,,,,,,2026-08-26,McFamily
RL0404,parent-child,P201,P404,lineal,biological,,404,,,,,,,,2026-08-26,McFamily
RN0404,parent-child,P816,P404,non-lineal,biological,,404,,,,,,,,2026-08-26,McFamily
RL0405,parent-child,P201,P405,lineal,biological,,405,,,,,,,,2026-08-26,McFamily
RN0405,parent-child,P816,P405,non-lineal,biological,,405,,,,,,,,2026-08-26,McFamily
RL0406,parent-child,P194,P406,lineal,biological,,406,,,,,,,,2026-08-26,McFamily
RN0406,parent-child,P810,P406,non-lineal,biological,,406,,,,,,,,2026-08-26,McFamily
RL0407,parent-child,P194,P407,lineal,biological,,407,,,,,,,,2026-08-26,McFamily
RN0407,parent-child,P810,P407,non-lineal,biological,,407,,,,,,,,2026-08-26,McFamily
RL0408,parent-child,P193,P408,lineal,biological,,408,,,,,,,,2026-08-26,McFamily
RN0408,parent-child,P809,P408,non-lineal,biological,,408,,,,,,,,2026-08-26,McFamily
RL0409,parent-child,P193,P409,lineal,biological,,409,,,,,,,,2026-08-26,McFamily
RN0409,parent-child,P809,P409,non-lineal,biological,,409,,,,,,,,2026-08-26,McFamily
RL0410,parent-child,P193,P410,lineal,biological,,410,,,,,,,,2026-08-26,McFamily
RN0410,parent-child,P809,P410,non-lineal,biological,,410,,,,,,,,2026-08-26,McFamily
RL0411,parent-child,P192,P411,lineal,biological,,411,,,,,,,,2026-08-26,McFamily
RL0412,parent-child,P192,P412,lineal,biological,,412,,,,,,,,2026-08-26,McFamily
RL0413,parent-child,P191,P413,lineal,biological,,413,,,,,,,,2026-08-26,McFamily
RN0413,parent-child,P808,P413,non-lineal,biological,,413,,,,,,,,2026-08-26,McFamily
R282,partner,P414,P889,,,marriage,1,2000-05-22,day,,,,,,2026-08-26,McFamily
RL0414,parent-child,P188,P414,lineal,biological,,414,,,,,,,,2026-08-26,McFamily
RN0414,parent-child,P804,P414,non-lineal,biological,,414,,,,,,,,2026-08-26,McFamily
RL0415,parent-child,P188,P415,lineal,biological,,415,,,,,,,,2026-08-26,McFamily
RN0415,parent-child,P804,P415,non-lineal,biological,,415,,,,,,,,2026-08-26,McFamily
RL0416,parent-child,P188,P416,lineal,biological,,416,,,,,,,,2026-08-26,McFamily
RN0416,parent-child,P804,P416,non-lineal,biological,,416,,,,,,,,2026-08-26,McFamily
R283,partner,P417,P890,,,marriage,1,,,,,,,,2026-08-26,McFamily
RL0417,parent-child,P187,P417,lineal,biological,,417,,,,,,,,2026-08-26,McFamily
RN0417,parent-child,P803,P417,non-lineal,biological,,417,,,,,,,,2026-08-26,McFamily
R284,partner,P418,P891,,,marriage,1,,,,,,,,2026-08-26,McFamily
RL0418,parent-child,P187,P418,lineal,biological,,418,,,,,,,,2026-08-26,McFamily
RN0418,parent-child,P803,P418,non-lineal,biological,,418,,,,,,,,2026-08-26,McFamily
RL0419,parent-child,P186,P419,lineal,biological,,419,,,,,,,,2026-08-26,McFamily
RL0420,parent-child,P186,P420,lineal,biological,,420,,,,,,,,2026-08-26,McFamily
RN0420,parent-child,P802,P420,non-lineal,biological,,420,,,,,,,,2026-08-26,McFamily
RL0421,parent-child,P185,P421,lineal,biological,,421,,,,,,,,2026-08-26,McFamily
RN0421,parent-child,P801,P421,non-lineal,biological,,421,,,,,,,,2026-08-26,McFamily
RL0422,parent-child,P185,P422,lineal,biological,,422,,,,,,,,2026-08-26,McFamily
RN0422,parent-child,P801,P422,non-lineal,biological,,422,,,,,,,,2026-08-26,McFamily
RL0423,parent-child,P185,P423,lineal,biological,,423,,,,,,,,2026-08-26,McFamily
RN0423,parent-child,P801,P423,non-lineal,biological,,423,,,,,,,,2026-08-26,McFamily
RL0424,parent-child,P143,P424,lineal,biological,,424,,,,,,,,2026-08-26,McFamily
RN0424,parent-child,P755,P424,non-lineal,biological,,424,,,,,,,,2026-08-26,McFamily
RL0425,parent-child,P182,P425,lineal,biological,,425,,,,,,,,2026-08-26,McFamily
RN0425,parent-child,P797,P425,non-lineal,biological,,425,,,,,,,,2026-08-26,McFamily
RL0426,parent-child,P182,P426,lineal,biological,,426,,,,,,,,2026-08-26,McFamily
RN0426,parent-child,P797,P426,non-lineal,biological,,426,,,,,,,,2026-08-26,McFamily
R285,partner,P427,P892,,,marriage,1,,,,,,,,2026-08-26,McFamily
RL0427,parent-child,P214,P427,lineal,biological,,427,,,,,,,,2026-08-26,McFamily
RN0427,parent-child,P829,P427,non-lineal,biological,,427,,,,,,,,2026-08-26,McFamily
R286,partner,P428,P893,,,marriage,1,,,,UNKNOWN,UNKNOWN,,,2026-08-26,McFamily
RL0428,parent-child,P214,P428,lineal,biological,,428,,,,,,,,2026-08-26,McFamily
RN0428,parent-child,P829,P428,non-lineal,biological,,428,,,,,,,,2026-08-26,McFamily
RL0429,parent-child,P214,P429,lineal,biological,,429,,,,,,,,2026-08-26,McFamily
RN0429,parent-child,P829,P429,non-lineal,biological,,429,,,,,,,,2026-08-26,McFamily
RL0430,parent-child,P180,P430,lineal,biological,,430,,,,,,,,2026-08-26,McFamily
RN0430,parent-child,P795,P430,non-lineal,biological,,430,,,,,,,,2026-08-26,McFamily
RL0431,parent-child,P180,P431,lineal,biological,,431,,,,,,,,2026-08-26,McFamily
RN0431,parent-child,P795,P431,non-lineal,biological,,431,,,,,,,,2026-08-26,McFamily
RL0432,parent-child,P179,P432,lineal,biological,,432,,,,,,,,2026-08-26,McFamily
RN0432,parent-child,P794,P432,non-lineal,biological,,432,,,,,,,,2026-08-26,McFamily
RL0433,parent-child,P179,P433,lineal,biological,,433,,,,,,,,2026-08-26,McFamily
RN0433,parent-child,P794,P433,non-lineal,biological,,433,,,,,,,,2026-08-26,McFamily
RL0434,parent-child,P177,P434,lineal,biological,,434,,,,,,,,2026-08-26,McFamily
RN0434,parent-child,P792,P434,non-lineal,biological,,434,,,,,,,,2026-08-26,McFamily
RL0435,parent-child,P177,P435,lineal,biological,,435,,,,,,,,2026-08-26,McFamily
RN0435,parent-child,P792,P435,non-lineal,biological,,435,,,,,,,,2026-08-26,McFamily
R287,partner,P436,P894,,,marriage,1,2008-06-07,day,,,,,,2026-08-26,McFamily
RL0436,parent-child,P175,P436,lineal,biological,,436,,,,,,,,2026-08-26,McFamily
R288,partner,P437,P895,,,marriage,1,2007-12-02,day,,,,,,2026-08-26,McFamily
RL0437,parent-child,P175,P437,lineal,biological,,437,,,,,,,,2026-08-26,McFamily
R289,partner,P438,P896,,,marriage,1,2011-06-04,day,,,,,,2026-08-26,McFamily
RL0438,parent-child,P174,P438,lineal,biological,,438,,,,,,,,2026-08-26,McFamily
RN0438,parent-child,P788,P438,non-lineal,biological,,438,,,,,,,,2026-08-26,McFamily
R290,partner,P439,P897,,,marriage,1,2015-09-06,day,,,,,,2026-08-26,McFamily
RL0439,parent-child,P174,P439,lineal,biological,,439,,,,,,,,2026-08-26,McFamily
RN0439,parent-child,P788,P439,non-lineal,biological,,439,,,,,,,,2026-08-26,McFamily
RL0440,parent-child,P173,P440,lineal,biological,,440,,,,,,,,2026-08-26,McFamily
R291,partner,P441,P898,,,marriage,1,2003-05-17,day,,,,,,2026-08-26,McFamily
RL0441,parent-child,P173,P441,lineal,biological,,441,,,,,,,,2026-08-26,McFamily
RN0441,parent-child,P787,P441,non-lineal,biological,,441,,,,,,,,2026-08-26,McFamily
R292,partner,P442,P899,,,marriage,1,2008-09-07,day,,,,,,2026-08-26,McFamily
RL0442,parent-child,P173,P442,lineal,biological,,442,,,,,,,,2026-08-26,McFamily
R293,partner,P443,P900,,,marriage,1,2001-06-02,day,,,,,,2026-08-26,McFamily
RL0443,parent-child,P172,P443,lineal,biological,,443,,,,,,,,2026-08-26,McFamily
RN0443,parent-child,P785,P443,non-lineal,biological,,443,,,,,,,,2026-08-26,McFamily
R294,partner,P444,P901,,,marriage,1,,,,,,,,2026-08-26,McFamily
RL0444,parent-child,P172,P444,lineal,biological,,444,,,,,,,,2026-08-26,McFamily
RN0444,parent-child,P785,P444,non-lineal,biological,,444,,,,,,,,2026-08-26,McFamily
R295,partner,P445,P902,,,marriage,1,,,,,,,,2026-08-26,McFamily
RL0445,parent-child,P172,P445,lineal,biological,,445,,,,,,,,2026-08-26,McFamily
RN0445,parent-child,P785,P445,non-lineal,biological,,445,,,,,,,,2026-08-26,McFamily
R296,partner,P446,P903,,,marriage,1,2011-09-17,day,,,,,,2026-08-26,McFamily
RL0446,parent-child,P172,P446,lineal,biological,,446,,,,,,,,2026-08-26,McFamily
RN0446,parent-child,P785,P446,non-lineal,biological,,446,,,,,,,,2026-08-26,McFamily
RL0447,parent-child,P143,P447,lineal,biological,,447,,,,,,,,2026-08-26,McFamily
RN0447,parent-child,P755,P447,non-lineal,biological,,447,,,,,,,,2026-08-26,McFamily
RL0448,parent-child,P156,P448,lineal,biological,,448,,,,,,,,2026-08-26,McFamily
RL0449,parent-child,P156,P449,lineal,biological,,449,,,,,,,,2026-08-26,McFamily
RL0450,parent-child,P156,P450,lineal,biological,,450,,,,,,,,2026-08-26,McFamily
RL0451,parent-child,P155,P451,lineal,biological,,451,,,,,,,,2026-08-26,McFamily
RN0451,parent-child,P768,P451,non-lineal,biological,,451,,,,,,,,2026-08-26,McFamily
RL0452,parent-child,P155,P452,lineal,biological,,452,,,,,,,,2026-08-26,McFamily
RN0452,parent-child,P768,P452,non-lineal,biological,,452,,,,,,,,2026-08-26,McFamily
RL0453,parent-child,P155,P453,lineal,biological,,453,,,,,,,,2026-08-26,McFamily
RN0453,parent-child,P768,P453,non-lineal,biological,,453,,,,,,,,2026-08-26,McFamily
R297,partner,P454,P904,,,marriage,1,2011-10-01,day,,,,,,2026-08-26,McFamily
RL0454,parent-child,P154,P454,lineal,biological,,454,,,,,,,,2026-08-26,McFamily
RN0454,parent-child,P767,P454,non-lineal,biological,,454,,,,,,,,2026-08-26,McFamily
R298,partner,P455,P905,,,marriage,1,2007-07-07,day,,,,,,2026-08-26,McFamily
RL0455,parent-child,P154,P455,lineal,biological,,455,,,,,,,,2026-08-26,McFamily
RN0455,parent-child,P767,P455,non-lineal,biological,,455,,,,,,,,2026-08-26,McFamily
R299,partner,P456,P906,,,marriage,1,2009-06-13,day,,,,,,2026-08-26,McFamily
RL0456,parent-child,P154,P456,lineal,biological,,456,,,,,,,,2026-08-26,McFamily
RN0456,parent-child,P767,P456,non-lineal,biological,,456,,,,,,,,2026-08-26,McFamily
RL0457,parent-child,P154,P457,lineal,biological,,457,,,,,,,,2026-08-26,McFamily
RN0457,parent-child,P767,P457,non-lineal,biological,,457,,,,,,,,2026-08-26,McFamily
R300,partner,P458,P907,,,marriage,1,2010-07-10,day,,,,,,2026-08-26,McFamily
RL0458,parent-child,P151,P458,lineal,biological,,458,,,,,,,,2026-08-26,McFamily
RN0458,parent-child,P763,P458,non-lineal,biological,,458,,,,,,,,2026-08-26,McFamily
R301,partner,P459,P908,,,marriage,1,2010-06-05,day,,,,,,2026-08-26,McFamily
RL0459,parent-child,P151,P459,lineal,biological,,459,,,,,,,,2026-08-26,McFamily
RN0459,parent-child,P763,P459,non-lineal,biological,,459,,,,,,,,2026-08-26,McFamily
RL0460,parent-child,P150,P460,lineal,biological,,460,,,,,,,,2026-08-26,McFamily
RN0460,parent-child,P761,P460,non-lineal,biological,,460,,,,,,,,2026-08-26,McFamily
RL0461,parent-child,P150,P461,lineal,biological,,461,,,,,,,,2026-08-26,McFamily
RN0461,parent-child,P761,P461,non-lineal,biological,,461,,,,,,,,2026-08-26,McFamily
RL0462,parent-child,P144,P462,lineal,biological,,462,,,,,,,,2026-08-26,McFamily
